DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity,
56205530,"RICE, BROWN, COOKED, INSTANT, NS FAT",56205011,"Rice, brown, cooked, NS as to fat",0.712,
58101600,"Soft taco with bean, cheese, and lettuce",58101610,Soft taco with beans,0.712,
93404600,"Sangria, Puerto Rican style",93404550,"Sangria, red",0.711,
53610250,"COFFEE CAKE, QUICK-BREAD TYPE, CUSTARD FILLED",51165000,"Coffee cake, yeast type",0.711,
51180020,"BAGEL, TOASTED",51180010,Bagel,0.711,
56203060,"OATMEAL, QUICK, FAT ADDED IN COOKING",56203057,"Oatmeal, regular or quick, made with water, fat added",0.71,
11710647,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with tap water",11710664,"Infant formula, powder, made with tap water (Enfamil A.R.)",0.71,
92550210,"CRANBERRY-APPLE JUICE DRINK, LO CAL, VIT C ADDED",92550035,"Fruit juice drink, light",0.71,
58130010,LASAGNA W/ MEAT AND/OR POULTRY,58130011,Lasagna with meat,0.71,
81330210,Adobo fresco,58150535,Adobo sauce,0.71,added code 58150535 for Adobo sauce
26115150,"FLOUNDER, BATTERED, FRIED",26115141,"Flounder, coated, fried, made with butter",0.71,
71101100,"WHITE POT,BAKED,PEEL EATEN,NS TO FAT ADDED IN COOK",71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",0.709,
14110030,"CHEESE, CHEDDAR OR COLBY, LOWFAT",14104200,"Cheese, Colby",0.708,
58403030,"CHICKEN NOODLE SOUP, CANNED, LOW SODIUM",58403060,"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",0.708,
58104250,NACHOS WITH CHICKEN/TURKEY & CHEESE,58104150,Nachos with chicken and cheese,0.708,
58106462,"Pizza with chicken and fruit, regular crust",58106760,"Pizza with meat and fruit, thick crust",0.707,
11710902,"CARNATION GOOD START,W/IRON,INFANT FORMULA,LIQUID CONCENTRAT",11720612,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",0.706,
56207040,"WHEAT, CREAM OF, MADE W/ MILK",56207096,"Cream of wheat, instant, made with milk, NS as to fat",0.706,
25220420,"Bologna, Lebanon",25220410,"Bologna, NFS",0.706,
58101710,"TACO / TOSTADA W/ BEANS,MEATLESS,LETTUCE,TOM,SALSA",58101940,"Taco or tostada salad, meatless",0.706,
58151140,"SUSHI, W/ VEGETABLES, ROLLED IN SEAWEED",58151230,"Sushi roll, vegetable",0.705,
58100900,"Enchilada with seafood, tomato-based sauce",58100531,"Enchilada with seafood, red-chile or enchilada sauce",0.704,"added code 58100531 for Enchilada with seafood, red-chile or enchilada sauce"
55207000,"Waffle, multi-bran",55205000,"Waffle, whole grain",0.704,
58132350,"Spaghetti with tomato sauce, meatless, whole wheat noodles",58146215,"Pasta with sauce, meatless, school lunch",0.703,
92511510,STRAWBERRY-FLAVORED DRINK,92511015,Fruit flavored drink,0.703,
14502010,"Imitation cheese, American or cheddar type",14502000,Imitation cheese,0.703,
58106710,"PIZZA W/ MEAT & VEG, NS AS TO TYPE OF CRUST",58106730,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",0.702,
11710721,"Enfamil LactoFree Lipil, with iron, infant formula, ready-to-feed",11710661,"Infant formula, ready-to-feed (Enfamil A.R.)",0.702,
11710640,"Enfamil PREMIUM LIPIL, infant formula, NS as to form",11710660,"Infant formula, NS as to form (Enfamil A.R.)",0.702,
42116055,"Walnuts, roasted, without salt",42116050,Walnuts,0.701,
41435500,Clif Bar,53720200,Nutrition bar (Clif Bar),0.701,
83103500,Feta Cheese Dressing,14104400,"Cheese, Feta",0.701,
58146300,"Pasta, whole wheat, with meat sauce",58146622,"Pasta, whole grain, with tomato-based sauce and meat, home recipe",0.701,
24137250,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,COAT EATEN",24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.701,
24137240,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN",24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",0.701,
71301000,"WHITE POTATO, COOKED, W/ SAUCE, NS AS TO SAUCE",71103140,"Potato, boiled, from fresh, peel eaten, made with butter",0.7,
27510359,"Cheeseburger, 1/3 lb meat, with mayonnaise or salad dressing, and mushrooms, on bun",27510268,"Cheeseburger, 1 large patty, with mayo, on bun, from fast food / restaurant",0.7,
58148500,PASTA OR MACARONI SALAD W/ OIL & VINEGAR-TYPE DRESSING,58148118,"Macaroni or pasta salad, made with any type of fat free dressing",0.699,
53205600,"Cookie, caramel coated, with nuts",91703030,"Caramel, with nuts",0.699,
92305800,"TEA, FROM POWDER, DECAFFEINATED, PRESWEETENED",92305040,"Tea, iced, instant, black, pre-sweetened with sugar",0.699,
61219100,PINEAPPLE-ORANGE-BANANA JUIICE,61213800,"Fruit juice blend, citrus, 100% juice",0.699,
61210230,"ORANGE JUICE, CANNED/BOTTLED/CARTON, W/ SUGAR",61210220,"Orange juice, 100%, canned, bottled or in a carton",0.699,
27510311,"CHEESEBURGER, 1 OZ MEAT, PLAIN, ON MINI BUN",27510140,"Cheeseburger slider, from fast food",0.698,
92731000,"FRUIT-FLAVORED DRINK,NON-CARB,FROM POWDER, W/ SUGAR",92511015,Fruit flavored drink,0.698,
32105120,"Egg omelet or scrambled egg, with sausage and mushrooms",32130895,"Egg omelet or scrambled egg, with meat and mushrooms",0.698,"added code 32130895 for Egg omelet or scrambled egg, with meat and mushrooms"
11710643,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with water, NFS",11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.697,
51160010,"Roll, sweet, toasted",51160000,"Roll, sweet, no frosting",0.696,
73405110,"SWEETPOTATO, BOILED, W/ PEEL, NO FAT ADDED",73405010,"Sweet potato, boiled, no added fat",0.696,
73405120,"SWEETPOTATO, BOILED, W/ PEEL, FAT ADDED",73405020,"Sweet potato, boiled, fat added, NS as to fat type",0.696,
24204000,"TURKEY, ROLLED ROAST, LIGHT OR DARK MEAT, COOKED",24201320,"Turkey, light and dark meat, roasted, skin not eaten",0.696,
56117000,"LONG RICE NOODLES, COOKED, NO FAT ADDED",56117090,"Rice noodles, cooked",0.696,
57213005,Froot Loops Cereal Straws,57213000,Cereal (Kellogg's Froot Loops),0.696,
92520810,"GRAPE DRINK, LOW CALORIE",95323000,"Sports drink, low calorie",0.695,
12350100,"SPINACH DIP, SOUR CREAM BASE",12350240,"Spinach dip, regular",0.695,
56205420,"RICE, WHITE, COOKED, REGULAR, FAT ADDED IN COOKING",56205007,"Rice, white, cooked, fat added, NS as to fat type",0.695,
56207342,"Whole wheat cereal, wheat and barley, cooked, made with milk",56207196,"Whole wheat cereal, with barley, made with milk",0.694,"added code 56207196 for Whole wheat cereal, with barley, made with milk"
26317150,"SCALLOPS, BATTERED, FRIED",26317140,"Scallops, coated, fried",0.694,
92511260,ORANGE-CRANBERRY JUICE DRINK,64100200,"Cranberry juice blend, 100% juice",0.693,
56207340,"WHOLE WHEAT CEREAL, WHEAT & BARLEY, ADDED FAT NS",56207195,"Whole wheat cereal, with barley",0.693,
56207330,"WHOLE WHEAT CEREAL, WHEAT & BARLEY, FAT ADDED",56207195,"Whole wheat cereal, with barley",0.693,
75221210,"PARSLEY, COOKED (ASSUME NO FAT ADDED)",75119000,"Parsley, raw",0.692,
28120230,"PORK, W/ GRAVY, POTATOES, VEG, DESSERT (FROZ MEAL)",28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",0.691,
61214000,Grape-tangerine-lemon juice,64116020,"Grape juice, 100%",0.691,
24167115,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat",24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.691,
58107060,"Pizza, no cheese, regular crust",58107100,"Pizza, no cheese, thick crust",0.69,
14104010,"CHEESE, NATURAL, CHEDDAR OR AMERICAN TYPE",14420100,"Cheese spread, American or Cheddar cheese base",0.69,
92531010,ORANGE DRINK & ORANGEADE W/ VITAMIN C ADDED,92511015,Fruit flavored drink,0.689,
57124500,"CINNAMON GRAHAMS CEREAL, GENERALMILLS",57124050,Cereal (General Mills Chex Cinnamon),0.688,
83220000,"SALAD DRESSING, LOW CALORIE, OIL-FREE",83300900,"Salad dressing, fat free, NFS",0.688,
25221420,"PORK SAUSAGE, BROWN & SERVE, COOKED",25221405,Pork sausage,0.688,
41601060,"Bean soup, with macaroni and meat",41601130,"Bean soup, mixed beans, home recipe, canned or ready-to-serve",0.686,
92511110,LIMEADE,92510955,"Lemonade, fruit juice drink",0.686,
58106442,"Pizza with chicken and vegetables, regular crust",58109070,"Pizza, chicken and vegetables, whole wheat thin crust",0.686,
58101200,"Flauta, NFS",58104800,Taquito or flauta with cheese,0.686,
58302010,"MACARONI & CHEESE W/ APPLES, VEGETABLE (FROZ MEAL)",58302000,"Macaroni and cheese, diet frozen meal",0.686,
57000050,"KASHI CEREAL, NS AS TO READY-TO-EAT OR COOKED",57301510,Cereal (Kashi GOLEAN),0.685,
71507050,"White potato, stuffed, baked, peel not eaten, stuffed with meat in cream sauce",71305060,"Potato, scalloped, from dry mix, with meat",0.685,
92510950,GUAVA JUICE DRINK,63125010,"Guava, raw",0.684,
27510670,"Double hamburger (2 patties), with mayonnaise or salad dressing and tomatoes, on bun",27510668,"Double hamburger, 2 small patties, with mayo and tomato, on bun",0.684,"added code 27510668 for Double hamburger, 2 small patties, with mayo and tomato, on bun"
11720403,"ISOMIL, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11720413,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",0.684,
11631000,"HIGH CALORIE BEV, CANNED OR POWDERED, RECONSTITUTED",95103000,"Nutritional drink or shake, ready-to-drink (Ensure)",0.684,
11710451,"SIMILAC SPECIAL CARE 24, IRON, INFANT FORMULA, READY-TO-FEED",11710381,"Infant formula, ready-to-feed (Similac for Spit-Up)",0.683,
57103020,ALPHA-BITS W/ MARSHMALLOWS CEREAL,57103000,Cereal (Post Alpha-Bits),0.683,
54207010,"Crispbread, wheat, low sodium",54305010,"Crackers, crispbread",0.683,
91703350,BAR NONE CANDY BAR,91705030,Kit Kat,0.682,
41440010,"MEAL REPLACEMENT/SUPPLEMENT, LIQUID, HI PROTEIN",95120010,"Nutritional drink or shake, high protein, ready-to-drink, NFS",0.682,
57347500,STRAWBERRY SQUARES MINI-WHEATS CEREAL(STRAWBERRY SQUARES),57214000,Cereal (Kellogg's Frosted Mini-Wheats),0.682,
92511200,ORANGE-MANGO JUICE DRINK,61210000,"Orange juice, 100%, NFS",0.682,
92552100,"ORANGE-CRANBERRY JUICE DRINK,LOW CAL,W/ VIT C ADDED",92550040,"Fruit juice drink, diet",0.682,
92511270,ORANGE-PEACH JUICE DRINK,61210000,"Orange juice, 100%, NFS",0.682,
53540300,Fiber One Chewy Bar,53710400,Cereal or granola bar (General Mills Fiber One Chewy Bar),0.681,
71402040,"WHITE POTATO,FRENCH FRIES,BREADED OR BATTERED",71400990,"Potato, french fries, NFS",0.681,
61226000,STRAWBERRY-BANANA-ORANGE JUICE,61210000,"Orange juice, 100%, NFS",0.68,
31103000,"EGGS, WHOLE, BOILED",31103010,"Egg, whole, boiled or poached",0.68,
54420010,"MULTIGRAIN MIXTURE, PRETZELS, CEREAL &/ CRACKERS,NUTS",54402200,Snack mix,0.679,
31105000,"EGGS, WHOLE, FRIED (INCL SCRAMBLED, NO MILK ADDED)",31105010,"Egg, whole, fried no added fat",0.679,
25230510,"HAM,LUNCH MEAT,CHOP,MINCED,PRESSD,MINCED,NOT CANNED",25230530,"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",0.679,
11710712,"LACTOFREE, W/ IRON, INFANT FORMULA, FROM LIQUID CONCENTRATE",11710961,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",0.678,
92302200,"TEA, LEAF, PRESWEETENED W/ SUGAR",92305040,"Tea, iced, instant, black, pre-sweetened with sugar",0.678,
53540800,Kashi GOLEAN Chewy Bars,57301510,Cereal (Kashi GOLEAN),0.678,
54305500,"CRISPBREAD,WHEAT / RYE, EXTRA CRISPY",54305010,"Crackers, crispbread",0.678,
11740407,"Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with tap water",11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",0.677,
92550300,"GRAPEFRUIT JUICE DRINK,LOW CALORIE,W/ VITAMIN C",92550035,"Fruit juice drink, light",0.677,
27510260,"CHEESEBURGER, 1/4 LB, W/ MUSHROOM SAUCE, ON BUN",27510155,"Cheeseburger, NFS",0.677,
61225220,"PINEAPPLE-ORANGE JUICE, CANNED, UNSWEETENED",61213800,"Fruit juice blend, citrus, 100% juice",0.677,
54403090,"POPCORN, POPPED IN OIL, UNSALTED",54403001,"Popcorn, NFS",0.676,
58100350,"BURRITO W/ EGGS & CHEESE,NO BEANS (INCL BREAKFAST B",58100010,"Burrito, taco, or quesadilla with egg and breakfast meat",0.675,
92301130,"TEA, NS AS TO TYPE, PRESWEETENED, NS AS TO SWEETNER",92305040,"Tea, iced, instant, black, pre-sweetened with sugar",0.675,
56201070,"Grits, cooked, corn or hominy, with cheese, regular, NS as to fat added in cooking",75217490,"Hominy, cooked, NS as to fat added in cooking",0.675,
12140100,"CREAM, WHIPPED, PRESSURIZED CONTAINER",12140000,"Cream, whipped",0.674,
33202010,"Scrambled egg, made from frozen mixture",32129990,"Egg omelet or scrambled egg, NS as to fat",0.674,
24154211,"Chicken, thigh, fried, no coating, skin eaten, made with shortening",24157300,"Chicken thigh, fried, coated, skin / coating eaten, from raw",0.674,
92560100,Gatorade Thirst Quencher sports drink,95320200,Sports drink (Gatorade G),0.673,
26109150,"COD, BATTERED, FRIED",26109140,"Cod, coated, fried, made with oil",0.673,
53116560,"CAKE, RAISIN-NUT, W/ ICING",53116550,"Cake or cupcake, raisin-nut",0.673,
56200350,"CEREAL, COOKED, INSTANT, NS AS TO GRAIN",56200300,"Cereal, cooked, NFS",0.673,
58151150,"Sushi, with seafood, no vegetables",58151220,Sushi roll tuna,0.672,
24130200,"CHICKEN, LEG, NFS",24150210,"Chicken thigh, NS as to cooking method, skin eaten",0.672,
75340150,"Vegetable combination (green beans, broccoli, onions, mushrooms), cooked, fat added in cooking",75330130,"Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, NS as to fat added in cooking",0.671,
75215500,"Chives, dried or dehydrated",75109500,"Chives, raw",0.671,
75340130,"Vegetable combination (green beans, broccoli, onions, mushrooms), cooked, NS as to fat added in cooking",75330130,"Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, NS as to fat added in cooking",0.671,
27510360,"CHEESEBURGER W/ MAYO, TOMATO & BACON, ON BUN",27510348,"Bacon cheeseburger, 1 large patty, with tomato and mayo, on bun, from fast food / restaurant",0.67,"added code 27510348 for Bacon cheeseburger, 1 large patty, with tomato and mayo, on bun, from fast food / restaurant"
41430200,"Meal replacement or supplement, soy- and milk-base, powder, reconstituted with water",95110000,"Nutritional drink or shake, ready-to-drink (Slim Fast)",0.67,
25240310,ROAST BEEF SPREAD,21401000,"Beef, roast, roasted, NS as to fat eaten",0.67,
27510440,"BACON CHEESEBURGER, 1/4 LB, W/ MAYO & TOMATO, ON BUN",27510348,"Bacon cheeseburger, 1 large patty, with tomato and mayo, on bun, from fast food / restaurant",0.67,
58160210,"Rice with vegetables, no sauce",58165065,"Rice, white, with vegetables, no sauce",0.67,"added code 58165065 for Rice, white, with vegetables, no sauce"
61225200,"PINEAPPLE-ORANGE JUICE, CANNED, NS AS TO SWEETENER",61213800,"Fruit juice blend, citrus, 100% juice",0.669,
64124200,"Pineapple-apple-guava juice, with added vitamin C",64104010,"Apple juice, 100%",0.669,
56201324,"Grits, cooked, corn or hominy, regular, made with milk, NS as to fat added in cooking",56201056,"Grits, regular or quick, made with milk, no added fat",0.669,
56201322,"Grits, cooked, corn or hominy, regular, made with milk, fat not added in cooking",56201056,"Grits, regular or quick, made with milk, no added fat",0.669,
56201320,"Grits, cooked, corn or hominy, regular, made with milk, fat added in cooking",56201057,"Grits, regular or quick, made with milk, fat added",0.669,
92410330,"Soft drink, cola-type, with higher caffeine",92410310,"Soft drink, cola",0.668,
92301060,"TEA, NS AS TO TYPE, PRESWEETENED W/ SUGAR",92305040,"Tea, iced, instant, black, pre-sweetened with sugar",0.668,
53116380,"CAKE, POUND, FAT FREE, NO CHOL",53116390,"Cake, pound, reduced fat, cholesterol free",0.668,
54205010,"CRACKER, SNACK, LOW SODIUM",54304110,"Crackers, cheese, reduced sodium",0.668,
25230310,"CHICKEN/TURKEY LOAF, PREPACK/DELI, LUNCHEON MEAT",25230780,"Turkey, prepackaged or deli, luncheon meat",0.667,
12210410,"CREAM SUBST, LIGHT, POWDERED (INCL COFFEE MATE, CRE",12210400,"Coffee creamer, powder",0.667,
24124121,"Chicken, breast, fried, no coating, skin not eaten, made with shortening",24127201,"Chicken breast, fried, coated, skin / coating not eaten, from raw",0.667,
24150200,"CHICKEN, THIGH, NFS",24153210,"Chicken thigh, stewed, skin eaten",0.667,
26315150,"OYSTERS, BATTERED, FRIED",26315160,"Oysters, coated, baked or broiled, fat added",0.667,
54402600,"SALTY SNACKS, MULTIGRAIN CHIPS",54420210,Multigrain chips (Sun Chips),0.666,
91105010,"FRUCTOSE SWEETENER, SUGAR SUBSTITUTE, DRY POWDER",91101000,"Sugar, NFS",0.666,
83207100,"THOUSAND ISLAND DRSG,REDUCED CAL,FAT-FREE,CHOL-FREE",83301000,"Thousand Island dressing, fat free",0.665,
24167100,"CHICKEN,WING,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EATEN",24167200,"Chicken wing, fried, coated, from raw",0.665,
24167120,"CHICKEN,WING,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EATEN",24167200,"Chicken wing, fried, coated, from raw",0.665,
24167110,"CHICKEN,WING,COATED,BKD/FRD,PPD W/SKIN, SKIN EATEN",24167200,"Chicken wing, fried, coated, from raw",0.665,
53220020,"COOKIE, DATE BAR",53220030,"Cookie, fig bar",0.664,
92511350,ORANGE-RASPBERRY JUICE DRINK,61213900,"Fruit juice blend, citrus, 100% juice, with calcium added",0.664,
58100340,"BURRITO W/ EGGS, SAUSAGE, CHEESE AND VEGETABLES",58100015,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat",0.663,
56101030,"MACARONI, COOKED, FAT ADDED",58145106,"Macaroni, cooked, fat added",0.663,"added code 58145106 for Macaroni, cooked, fat added"
56101010,"MACARONI, COOKED, NO FAT ADDED",58145105,"Macaroni, cooked",0.663,"added code 58145105 for Macaroni, cooked"
11512500,"SPANISH-STYLE HOT CHOCOLATE DRINK, PUERTO RICAN STYLE, MADE",11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",0.663,
54222000,"Crispbread, rye, low sodium",54305010,"Crackers, crispbread",0.663,
56101000,"MACARONI, COOKED, NS AS TO ADDED FAT",58145105,"Macaroni, cooked",0.663,
58132450,"Spaghetti with tomato sauce, meatless, made with spinach noodles",58146221,"Pasta with tomato-based sauce, restaurant",0.663,
11710720,"Enfamil LactoFree Lipil, with iron, infant formula, NS as to form",11710660,"Infant formula, NS as to form (Enfamil A.R.)",0.662,
54334000,"CRACKERS, TOAST THINS",54001000,"Crackers, NFS",0.662,
56203020,"OATMEAL,  COOKED, QUICK, NO FAT ADDED",56203067,"Oatmeal, regular or quick, made with milk, fat added",0.661,
11420000,"YOGURT, VANILLA, LEMON, COFFEE, NS AS TO MILK TYPE",11460000,"Frozen yogurt, vanilla",0.661,
64125000,"PINEAPPLE JUICE-NON-CITRUS JUICE BLEND, UNSWEETENED",61213800,"Fruit juice blend, citrus, 100% juice",0.661,
32105125,"EGG OMELET/SCRAMBLED EGG, W/ HOT DOGS",32130210,"Egg omelet or scrambled egg, with meat, made with oil",0.66,
64104050,"APPLE JUICE, W/ ADDED VITAMIN C",64104010,"Apple juice, 100%",0.66,
57152000,CRISPY WHEATS'N RAISINS CEREAL,57331000,Cereal (Post Raisin Bran),0.66,
52304060,"Muffin, bran with fruit, no fat, no cholesterol",52304040,"Muffin, bran with fruit, lowfat",0.659,
56203200,"Oatmeal with fruit, cooked",56202910,"Oatmeal, from fast food, fruit flavored",0.658,
92530310,CHERRY DRINK W/ VITAMIN C ADDED,92511015,Fruit flavored drink,0.658,
71204000,"Potato puffs, cheese-filled",71507020,"Potato, baked, peel not eaten, with cheese",0.658,
53109210,"CAKE, CUPCAKE, NOT CHOC, W/ ICING, LOWFAT, NO CHOL",53108220,"Snack cake, chocolate, with icing or filling, reduced fat and calories",0.658,
41811200,"Fish stick, meatless",41810610,"Chicken, meatless, breaded, fried",0.657,
58160300,RICE W/ PEAS,58160430,"Rice, white, with peas, NS as to fat",0.657,
81302030,Orange sauce (for duck),28143205,Orange sauce,0.656,added code 28143205 for Orange sauce
58132710,SPAGHETTI W/ TOMATO SAUCE & FRANKFURTERS/HOT DOG,58146323,"Pasta with tomato-based sauce and meat, ready-to-heat",0.656,
26100210,"FISH STICK/FILLET, COOKED, NS TYPE & COOKING METHOD",26100260,"Fish stick, patty or nugget from fast food",0.656,
12220100,"WHIPPED TOPPING, NONDAIRY, PRESSURIZED CAN",12220200,Whipped topping,0.655,
75651120,"VEG CHICKEN NOODLE SOUP,PREP W/WATER,READY-TO-SERVE",75654010,"Vegetarian vegetable soup, prepared with water",0.655,
14410200,"CHEESE, PROCESSED, AMERICAN/CHEDDAR  TYPE",14410500,"Cheese, processed cheese food",0.655,
53104580,"Cheesecake -type dessert, made with yogurt, with fruit",53104550,Cheesecake with fruit,0.654,
56202980,"OATMEAL, COOKED, REG, NS TO FAT ADDED",56203055,"Oatmeal, regular or quick, made with water, NS as to fat",0.654,
11421000,"YOGURT, VANILLA, LEMON, COFFEE, WHOLE MILK",11460000,"Frozen yogurt, vanilla",0.654,
75603000,"CELERY SOUP, CREAM OF, NS AS TO MILK OR WATER ADDED",75603020,"Celery soup, cream of, prepared with water, home recipe, canned or ready-to-serve",0.653,
54401080,"SALTY SNACKS, CORN OR CORNMEAL, TORTILLA CHIPS",54401075,"Tortilla chips, plain",0.653,
55202000,"WAFFLE, WHEAT, BRAN, OR MULTIGRAIN",55205000,"Waffle, whole grain",0.653,
58107225,"White pizza, regular crust",58107207,"White pizza, cheese, thick crust",0.652,
11512510,"Hot chocolate, Puerto Rican style, made with low fat milk",11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",0.652,
57239000,"Honeycomb, strawberry",57238000,Cereal (Post Honeycomb),0.652,
83113000,SWEET & SOUR DRESSING,91361010,Sweet and sour sauce,0.652,
75316010,"ZUCCHINI W/ TOM SCE, CKD,NO FAT ADDED IN COOKING",74503015,Tomato and zucchini,0.652,added code 74503015 for Tomato and zucchini
56201110,"GRITS, COOKED, CORN/HOMINY, QUICK, NO FAT ADDED",75217490,"Hominy, cooked, NS as to fat added in cooking",0.651,
92511020,Lemon-limeade,92510955,"Lemonade, fruit juice drink",0.651,
28320150,"PORK, VEGETABLE SOUP W/ POTATOES, STEW TYPE",28320160,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",0.651,
24164125,"Chicken, wing, fried, no coating, skin not eaten, made without fat",24104051,"Chicken, NS as to part, sauteed, skin not eaten",0.651,
11514300,"COCOA W/ NF DRY MILK, LO CAL SWEETENER, WATER ADDED",11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",0.651,
56201120,"GRITS, COOKED, CORN/HOMINY, QUICK, FAT ADDED",75217500,"Hominy, cooked, fat not added in cooking",0.651,
56203220,"OATMEAL, NS TYPE, MADE W/ MILK, FAT ADDED",56203097,"Oatmeal,  instant, plain, made with milk, fat added",0.65,
56203210,"OATMEAL, NS TYPE, MADE W/ MILK, NO FAT ADDED",56203096,"Oatmeal, instant, plain, made with milk, no added fat",0.65,
53222100,"Cookie, cone shell, ice cream type, brown sugar",53222020,"Cookie, cone shell, ice cream type, wafer or cake",0.65,
57406105,Total Cranberry Crunch,57406100,Cereal (General Mills Total),0.65,
56203230,"OATMEAL, NS TYPE, MADE W/ MILK, NS AS TO ADDED FAT",56203096,"Oatmeal, instant, plain, made with milk, no added fat",0.65,
41440050,ENSURE PLUS LIQUID NUTRITION,95103010,"Nutritional drink or shake, ready-to-drink (Ensure Plus)",0.649,
26137150,"SALMON, BATTERED, FRIED",26137140,"Salmon, coated, fried, made with oil",0.648,
27510370,"DOUBLE CHEESEBURGER W/ MAYONNAISE, ON BUN",27510372,"Double cheeseburger, with mayo",0.648,"added code 27510372 for Double cheeseburger, with mayo"
27510610,"Hamburger, 1 oz meat, with tomato and/or catsup, on miniature bun",27510589,"Hamburger, 1 small patty, with ketchup",0.647,"added code 27510589 for Hamburger, 1 small patty, with ketchup"
12140105,"Cream, whipped, pressurized container, light",14420300,"Cheese spread, pressurized can",0.647,
57306120,Malt-O-Meal Puffed Wheat,57416000,"Cereal, puffed wheat, plain",0.647,
24120100,"CHICKEN, BREAST, NFS",24123110,"Chicken breast, stewed, skin eaten",0.647,
41440100,"MEAL REPLACEMENT,LIQUID,SOY-BASE (ISOCAL, OSMOLITE)",95120050,"Nutritional drink or shake, liquid, soy-based",0.647,
11541000,"MILK SHAKE, NS AS TO FLAVOR OR TYPE",11542200,"Milk shake, fast food, flavors other than chocolate",0.645,
71501080,"WHITE POTATO,FROM FRESH MASH,NOT MADE W/ MILK/FAT",71501000,"Potato, mashed, NFS",0.645,
56104010,"Macaroni, cooked, vegetable, fat not added in cooking",58302080,"Noodles with vegetables in tomato-based sauce, diet frozen meal",0.645,
27510300,"DOUBLE CHEESEBURGER, W/MAYO, ON DOUBLE-DECKER BUN",27510386,Double cheeseburger (Burger King),0.645,
56104020,"Macaroni, cooked, vegetable, fat added in cooking",58509200,"Macaroni with vegetables, baby food, strained",0.645,
92191000,"COFFEE, DRY POWDER, NS AS TO REG OR DECAF",92100500,"Coffee, NS as to brewed or instant",0.644,
12350020,"DIP, SOUR CREAM BASE, REDUCED CALORIE",12350235,"Ranch dip, light",0.644,
11830850,"HIGH CALORIE MILK BEVERAGE, POWDER, NOT RECONST",95201000,Nutritional powder mix (Carnation Instant Breakfast),0.644,
56205010,"RICE, WHITE, COOKED, REGULAR, NO FAT ADD IN COOKING",56205001,"Rice, white, cooked, NS as to fat",0.644,
53209000,"COOKIE, CHOC,CHOC SANDWICH/CHOCOLATE-COATED/STRIPED",53209015,"Cookie, chocolate sandwich",0.643,
25221890,"TURKEY, PORK, & BEEF SAUSAGE, LOWFAT, SMOKED",25221460,Pork and beef sausage,0.643,
92510120,APPLE-CHERRY DRINK,92511015,Fruit flavored drink,0.643,
53260150,"Cookie, lemon wafer, lowfat",53242000,"Cookie, sugar wafer",0.642,
58151130,"SUSHI, W/ VEG &  SEAFD",58151100,"Sushi, NFS",0.642,
56102020,"MACARONI, WHOLE WHEAT, FAT ADDED",58146754,"Pasta, whole grain, with fat added",0.641,
25231150,"Corned beef, pressed",27214500,Corned beef patty,0.641,
92510170,APPLE-CRANBERRY-GRAPE JUICE DRINK,64100200,"Cranberry juice blend, 100% juice",0.641,
71802010,Macaroni and potato soup,58403105,Noodle and potato soup,0.64,added code 58403105 for Noodle and potato soup
51184020,"Bread stick, NS as to hard or soft",51184000,"Breadsticks, hard, NFS",0.64,
61225600,"PINEAPPLE-ORANGE JUICE, FROZEN, RECONST W/ WATER",61213800,"Fruit juice blend, citrus, 100% juice",0.64,
54401100,"SALTY SNACKS,CORN / CORNMEAL BASE,TORTILLA CHIPS LT",52215100,"Tortilla, corn",0.64,
58101230,FLAUTA W/ BEEF,58104820,Taquito or flauta with meat,0.639,
