DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity
27510560.0,"HAMBURGER, 1/4 LB MEAT W/ MAYO & TOMATO, ON BUN",27510521.0,"Hamburger, NFS",0.715
92511340.0,PINEAPPLE-ORANGE JUICE DRINK,64124020.0,"Pineapple juice, 100%",0.714
92551700.0,"JUICE DRINK, LOW CALORIE",95323000.0,"Sports drink, low calorie",0.714
64116040.0,"GRAPE JUICE, LOW CALORIE SWEETENER",92130030.0,"Coffee, pre-sweetened with low calorie sweetener",0.714
71401035.0,"White potato, french fries, from frozen, NS as to deep fried or oven baked",71401032.0,"Potato, french fries, from frozen, fried",0.714
25221520.0,"SALAMI, DRY OR HARD",25221500.0,"Salami, NFS",0.714
12210255.0,"Cream substitute, light, flavored, liquid",91200005.0,"Sugar substitute, liquid, NFS",0.713
11710653.0,"Enfamil Lipil, with iron, infant formula, prepared from powder",11710663.0,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.713
11710649.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with baby water",11710669.0,"Infant formula, powder, made with baby water (Enfamil A.R.)",0.713
11830550.0,"Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate",11830160.0,"Chocolate beverage powder, dry mix, not reconstituted",0.713
71301021.0,"White potato, cooked, with cheese, fat not added in cooking",31108120.0,"Egg, white, cooked, fat added",0.712
56205530.0,"RICE, BROWN, COOKED, INSTANT, NS FAT",56205011.0,"Rice, brown, cooked, NS as to fat",0.712
58101600.0,"Soft taco with bean, cheese, and lettuce",58101610.0,Soft taco with beans,0.712
93404600.0,"Sangria, Puerto Rican style",93404550.0,"Sangria, red",0.711
53610250.0,"COFFEE CAKE, QUICK-BREAD TYPE, CUSTARD FILLED",53610200.0,"Coffee cake, crumb or quick-bread type, cheese-filled",0.711
51180020.0,"BAGEL, TOASTED",51180010.0,Bagel,0.711
56203060.0,"OATMEAL, QUICK, FAT ADDED IN COOKING",56203067.0,"Oatmeal, regular or quick, made with milk, fat added",0.71
11710647.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with tap water",11710664.0,"Infant formula, powder, made with tap water (Enfamil A.R.)",0.71
92550210.0,"CRANBERRY-APPLE JUICE DRINK, LO CAL, VIT C ADDED",92530510.0,"Cranberry juice drink, with high vitamin C",0.71
58130010.0,LASAGNA W/ MEAT AND/OR POULTRY,58130011.0,Lasagna with meat,0.71
81330210.0,Adobo fresco,58150530.0,"Adobo, with rice",0.71
26115150.0,"FLOUNDER, BATTERED, FRIED",26115141.0,"Flounder, coated, fried, made with butter",0.71
71101100.0,"WHITE POT,BAKED,PEEL EATEN,NS TO FAT ADDED IN COOK",71101000.0,"Potato, baked, peel not eaten",0.709
14110030.0,"CHEESE, CHEDDAR OR COLBY, LOWFAT",14104200.0,"Cheese, Colby",0.708
58403030.0,"CHICKEN NOODLE SOUP, CANNED, LOW SODIUM",58403060.0,"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",0.708
58104250.0,NACHOS WITH CHICKEN/TURKEY & CHEESE,58104150.0,Nachos with chicken and cheese,0.708
58106462.0,"Pizza with chicken and fruit, regular crust",58106760.0,"Pizza with meat and fruit, thick crust",0.707
11710902.0,"CARNATION GOOD START,W/IRON,INFANT FORMULA,LIQUID CONCENTRAT",11720612.0,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",0.706
56207040.0,"WHEAT, CREAM OF, MADE W/ MILK",56207096.0,"Cream of wheat, instant, made with milk, NS as to fat",0.706
25220420.0,"Bologna, Lebanon",25220410.0,"Bologna, NFS",0.706
58101710.0,"TACO / TOSTADA W/ BEANS,MEATLESS,LETTUCE,TOM,SALSA",58101940.0,"Taco or tostada salad, meatless",0.706
58151140.0,"SUSHI, W/ VEGETABLES, ROLLED IN SEAWEED",58151230.0,"Sushi roll, vegetable",0.705
58100900.0,"Enchilada with seafood, tomato-based sauce",58100500.0,"Enchilada, no sauce",0.704
55207000.0,"Waffle, multi-bran",55200010.0,"Waffle, NFS",0.704
58132350.0,"Spaghetti with tomato sauce, meatless, whole wheat noodles",27162040.0,Spaghetti sauce with meat,0.703
92511510.0,STRAWBERRY-FLAVORED DRINK,63223020.0,"Strawberries, raw",0.703
14502010.0,"Imitation cheese, American or cheddar type",14502000.0,Imitation cheese,0.703
58106710.0,"PIZZA W/ MEAT & VEG, NS AS TO TYPE OF CRUST",58106760.0,"Pizza with meat and fruit, thick crust",0.702
11710721.0,"Enfamil LactoFree Lipil, with iron, infant formula, ready-to-feed",11710661.0,"Infant formula, ready-to-feed (Enfamil A.R.)",0.702
11710640.0,"Enfamil PREMIUM LIPIL, infant formula, NS as to form",11710660.0,"Infant formula, NS as to form (Enfamil A.R.)",0.702
42116055.0,"Walnuts, roasted, without salt",42116100.0,"Walnuts, honey roasted",0.701
41435500.0,Clif Bar,53720200.0,Nutrition bar (Clif Bar),0.701
83103500.0,Feta Cheese Dressing,14104400.0,"Cheese, Feta",0.701
58146300.0,"Pasta, whole wheat, with meat sauce",58146703.0,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",0.701
24137250.0,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,COAT EATEN",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.701
24137240.0,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.701
71301000.0,"WHITE POTATO, COOKED, W/ SAUCE, NS AS TO SAUCE",27211190.0,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",0.7
27510359.0,"Cheeseburger, 1/3 lb meat, with mayonnaise or salad dressing, and mushrooms, on bun",83110000.0,Mayonnaise-type salad dressing,0.7
58148500.0,PASTA OR MACARONI SALAD W/ OIL & VINEGAR-TYPE DRESSING,58148118.0,"Macaroni or pasta salad, made with any type of fat free dressing",0.699
53205600.0,"Cookie, caramel coated, with nuts",91703030.0,"Caramel, with nuts",0.699
92305800.0,"TEA, FROM POWDER, DECAFFEINATED, PRESWEETENED",92130021.0,"Coffee, decaffeinated, pre-sweetened with sugar",0.699
61219100.0,PINEAPPLE-ORANGE-BANANA JUIICE,67211000.0,"Orange-apple-banana juice, baby food",0.699
61210230.0,"ORANGE JUICE, CANNED/BOTTLED/CARTON, W/ SUGAR",61210220.0,"Orange juice, 100%, canned, bottled or in a carton",0.699
27510311.0,"CHEESEBURGER, 1 OZ MEAT, PLAIN, ON MINI BUN",27510155.0,"Cheeseburger, NFS",0.698
92731000.0,"FRUIT-FLAVORED DRINK,NON-CARB,FROM POWDER, W/ SUGAR",92511015.0,Fruit flavored drink,0.698
32105120.0,"Egg omelet or scrambled egg, with sausage and mushrooms",27220150.0,Sausage and rice with mushroom sauce,0.698
11710643.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with water, NFS",11710663.0,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.697
51160010.0,"Roll, sweet, toasted",51134010.0,"Bread, sweet potato, toasted",0.696
73405110.0,"SWEETPOTATO, BOILED, W/ PEEL, NO FAT ADDED",73405010.0,"Sweet potato, boiled, no added fat",0.696
73405120.0,"SWEETPOTATO, BOILED, W/ PEEL, FAT ADDED",73405010.0,"Sweet potato, boiled, no added fat",0.696
24204000.0,"TURKEY, ROLLED ROAST, LIGHT OR DARK MEAT, COOKED",24201320.0,"Turkey, light and dark meat, roasted, skin not eaten",0.696
56117000.0,"LONG RICE NOODLES, COOKED, NO FAT ADDED",56117090.0,"Rice noodles, cooked",0.696
57213005.0,Froot Loops Cereal Straws,57213000.0,Cereal (Kellogg's Froot Loops),0.696
92520810.0,"GRAPE DRINK, LOW CALORIE",95323000.0,"Sports drink, low calorie",0.695
12350100.0,"SPINACH DIP, SOUR CREAM BASE",72307000.0,Spinach soup,0.695
56205420.0,"RICE, WHITE, COOKED, REGULAR, FAT ADDED IN COOKING",56205008.0,"Rice, white, cooked, no added fat",0.695
56207342.0,"Whole wheat cereal, wheat and barley, cooked, made with milk",56207190.0,"Whole wheat cereal, cooked, NS as to fat",0.694
26317150.0,"SCALLOPS, BATTERED, FRIED",26317140.0,"Scallops, coated, fried",0.694
92511260.0,ORANGE-CRANBERRY JUICE DRINK,62109100.0,"Cranberries, dried",0.693
56207340.0,"WHOLE WHEAT CEREAL, WHEAT & BARLEY, ADDED FAT NS",56207210.0,"Whole wheat cereal, cooked, fat added",0.693
56207330.0,"WHOLE WHEAT CEREAL, WHEAT & BARLEY, FAT ADDED",56207210.0,"Whole wheat cereal, cooked, fat added",0.693
75221210.0,"PARSLEY, COOKED (ASSUME NO FAT ADDED)",75119000.0,"Parsley, raw",0.692
28120230.0,"PORK, W/ GRAVY, POTATOES, VEG, DESSERT (FROZ MEAL)",28145610.0,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",0.691
61214000.0,Grape-tangerine-lemon juice,61213220.0,"Tangerine juice, 100%",0.691
24167115.0,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.691
58107060.0,"Pizza, no cheese, regular crust",58107100.0,"Pizza, no cheese, thick crust",0.69
14104010.0,"CHEESE, NATURAL, CHEDDAR OR AMERICAN TYPE",14420100.0,"Cheese spread, American or Cheddar cheese base",0.69
92531010.0,ORANGE DRINK & ORANGEADE W/ VITAMIN C ADDED,61119010.0,"Orange, raw",0.689
57124500.0,"CINNAMON GRAHAMS CEREAL, GENERALMILLS",57124050.0,Cereal (General Mills Chex Cinnamon),0.688
83220000.0,"SALAD DRESSING, LOW CALORIE, OIL-FREE",83300900.0,"Salad dressing, fat free, NFS",0.688
25221420.0,"PORK SAUSAGE, BROWN & SERVE, COOKED",25221405.0,Pork sausage,0.688
41601060.0,"Bean soup, with macaroni and meat",58148550.0,Macaroni or pasta salad with meat,0.686
92511110.0,LIMEADE,61116010.0,"Lime, raw",0.686
58106442.0,"Pizza with chicken and vegetables, regular crust",58106830.0,"Pizza with beans and vegetables, thick crust",0.686
58101200.0,"Flauta, NFS",58104900.0,Taquito or flauta with egg,0.686
58302010.0,"MACARONI & CHEESE W/ APPLES, VEGETABLE (FROZ MEAL)",58302000.0,"Macaroni and cheese, diet frozen meal",0.686
57000050.0,"KASHI CEREAL, NS AS TO READY-TO-EAT OR COOKED",57301510.0,Cereal (Kashi GOLEAN),0.685
71507050.0,"White potato, stuffed, baked, peel not eaten, stuffed with meat in cream sauce",58162130.0,"Stuffed tomato, with rice and meat",0.685
92510950.0,GUAVA JUICE DRINK,63125010.0,"Guava, raw",0.684
27510670.0,"Double hamburger (2 patties), with mayonnaise or salad dressing and tomatoes, on bun",83110000.0,Mayonnaise-type salad dressing,0.684
11720403.0,"ISOMIL, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11720413.0,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",0.684
11631000.0,"HIGH CALORIE BEV, CANNED OR POWDERED, RECONSTITUTED",11830150.0,"Cocoa powder, not reconstituted",0.684
11710451.0,"SIMILAC SPECIAL CARE 24, IRON, INFANT FORMULA, READY-TO-FEED",11710381.0,"Infant formula, ready-to-feed (Similac for Spit-Up)",0.683
57103020.0,ALPHA-BITS W/ MARSHMALLOWS CEREAL,57103000.0,Cereal (Post Alpha-Bits),0.683
54207010.0,"Crispbread, wheat, low sodium",54305010.0,"Crackers, crispbread",0.683
91703350.0,BAR NONE CANDY BAR,13120110.0,Ice cream candy bar,0.682
41440010.0,"MEAL REPLACEMENT/SUPPLEMENT, LIQUID, HI PROTEIN",81103090.0,"Butter replacement, liquid",0.682
57347500.0,STRAWBERRY SQUARES MINI-WHEATS CEREAL(STRAWBERRY SQUARES),63223020.0,"Strawberries, raw",0.682
92511200.0,ORANGE-MANGO JUICE DRINK,61210000.0,"Orange juice, 100%, NFS",0.682
92552100.0,"ORANGE-CRANBERRY JUICE DRINK,LOW CAL,W/ VIT C ADDED",92530510.0,"Cranberry juice drink, with high vitamin C",0.682
92511270.0,ORANGE-PEACH JUICE DRINK,61210000.0,"Orange juice, 100%, NFS",0.682
53540300.0,Fiber One Chewy Bar,53710400.0,Cereal or granola bar (General Mills Fiber One Chewy Bar),0.681
71402040.0,"WHITE POTATO,FRENCH FRIES,BREADED OR BATTERED",71400990.0,"Potato, french fries, NFS",0.681
61226000.0,STRAWBERRY-BANANA-ORANGE JUICE,67309030.0,"Bananas and strawberry, baby food, junior",0.68
31103000.0,"EGGS, WHOLE, BOILED",31103010.0,"Egg, whole, boiled or poached",0.68
54420010.0,"MULTIGRAIN MIXTURE, PRETZELS, CEREAL &/ CRACKERS,NUTS",54408480.0,"Pretzels, soft, multigrain",0.679
31105000.0,"EGGS, WHOLE, FRIED (INCL SCRAMBLED, NO MILK ADDED)",31105010.0,"Egg, whole, fried no added fat",0.679
25230510.0,"HAM,LUNCH MEAT,CHOP,MINCED,PRESSD,MINCED,NOT CANNED",25230530.0,"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",0.679
11710712.0,"LACTOFREE, W/ IRON, INFANT FORMULA, FROM LIQUID CONCENTRATE",11710961.0,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",0.678
92302200.0,"TEA, LEAF, PRESWEETENED W/ SUGAR",92130020.0,"Coffee, pre-sweetened with sugar",0.678
53540800.0,Kashi GOLEAN Chewy Bars,57301510.0,Cereal (Kashi GOLEAN),0.678
54305500.0,"CRISPBREAD,WHEAT / RYE, EXTRA CRISPY",54305010.0,"Crackers, crispbread",0.678
11740407.0,"Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with tap water",11740403.0,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",0.677
92550300.0,"GRAPEFRUIT JUICE DRINK,LOW CALORIE,W/ VITAMIN C",92530610.0,"Fruit juice drink, with high vitamin C",0.677
27510260.0,"CHEESEBURGER, 1/4 LB, W/ MUSHROOM SAUCE, ON BUN",27510155.0,"Cheeseburger, NFS",0.677
61225220.0,"PINEAPPLE-ORANGE JUICE, CANNED, UNSWEETENED",63141120.0,"Pineapple, cooked or canned, unsweetened, waterpack",0.677
54403090.0,"POPCORN, POPPED IN OIL, UNSALTED",54403001.0,"Popcorn, NFS",0.676
58100350.0,"BURRITO W/ EGGS & CHEESE,NO BEANS (INCL BREAKFAST B",58100020.0,"Burrito, taco, or quesadilla with egg, beans, and breakfast meat",0.675
92301130.0,"TEA, NS AS TO TYPE, PRESWEETENED, NS AS TO SWEETNER",62119200.0,"Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.675
56201070.0,"Grits, cooked, corn or hominy, with cheese, regular, NS as to fat added in cooking",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.675
12140100.0,"CREAM, WHIPPED, PRESSURIZED CONTAINER",14420300.0,"Cheese spread, pressurized can",0.674
33202010.0,"Scrambled egg, made from frozen mixture",63311180.0,"Fruit mixture, frozen",0.674
24154211.0,"Chicken, thigh, fried, no coating, skin eaten, made with shortening",24157300.0,"Chicken thigh, fried, coated, skin / coating eaten, from raw",0.674
92560100.0,Gatorade Thirst Quencher sports drink,95320200.0,Sports drink (Gatorade G),0.673
26109150.0,"COD, BATTERED, FRIED",22101400.0,"Pork chop, battered, fried, NS as to fat eaten",0.673
53116560.0,"CAKE, RAISIN-NUT, W/ ICING",62125100.0,Raisins,0.673
56200350.0,"CEREAL, COOKED, INSTANT, NS AS TO GRAIN",57805000.0,"Rice cereal, baby food, dry, instant",0.673
58151150.0,"Sushi, with seafood, no vegetables",58151230.0,"Sushi roll, vegetable",0.672
24130200.0,"CHICKEN, LEG, NFS",23220020.0,"Mock chicken legs, cooked",0.672
75340150.0,"Vegetable combination (green beans, broccoli, onions, mushrooms), cooked, fat added in cooking",75330130.0,"Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, NS as to fat added in cooking",0.671
75215500.0,"Chives, dried or dehydrated",62107100.0,"Banana flakes, dehydrated",0.671
75340130.0,"Vegetable combination (green beans, broccoli, onions, mushrooms), cooked, NS as to fat added in cooking",75330130.0,"Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, NS as to fat added in cooking",0.671
27510360.0,"CHEESEBURGER W/ MAYO, TOMATO & BACON, ON BUN",27510155.0,"Cheeseburger, NFS",0.67
41430200.0,"Meal replacement or supplement, soy- and milk-base, powder, reconstituted with water",81106010.0,"Butter replacement, powder",0.67
25240310.0,ROAST BEEF SPREAD,21401000.0,"Beef, roast, roasted, NS as to fat eaten",0.67
27510440.0,"BACON CHEESEBURGER, 1/4 LB, W/ MAYO & TOMATO, ON BUN",27510155.0,"Cheeseburger, NFS",0.67
58160210.0,"Rice with vegetables, no sauce",58165060.0,"Rice, white, with vegetables, soy-based sauce, NS as to fat",0.67
61225200.0,"PINEAPPLE-ORANGE JUICE, CANNED, NS AS TO SWEETENER",63141170.0,"Pineapple, canned, juice pack",0.669
64124200.0,"Pineapple-apple-guava juice, with added vitamin C",64124020.0,"Pineapple juice, 100%",0.669
56201324.0,"Grits, cooked, corn or hominy, regular, made with milk, NS as to fat added in cooking",56201057.0,"Grits, regular or quick, made with milk, fat added",0.669
56201322.0,"Grits, cooked, corn or hominy, regular, made with milk, fat not added in cooking",56201057.0,"Grits, regular or quick, made with milk, fat added",0.669
56201320.0,"Grits, cooked, corn or hominy, regular, made with milk, fat added in cooking",56201057.0,"Grits, regular or quick, made with milk, fat added",0.669
92410330.0,"Soft drink, cola-type, with higher caffeine",92410340.0,"Soft drink, cola, decaffeinated",0.668
92301060.0,"TEA, NS AS TO TYPE, PRESWEETENED W/ SUGAR",92130020.0,"Coffee, pre-sweetened with sugar",0.668
53116380.0,"CAKE, POUND, FAT FREE, NO CHOL",53116390.0,"Cake, pound, reduced fat, cholesterol free",0.668
54205010.0,"CRACKER, SNACK, LOW SODIUM",54304110.0,"Crackers, cheese, reduced sodium",0.668
25230310.0,"CHICKEN/TURKEY LOAF, PREPACK/DELI, LUNCHEON MEAT",25230780.0,"Turkey, prepackaged or deli, luncheon meat",0.667
12210410.0,"CREAM SUBST, LIGHT, POWDERED (INCL COFFEE MATE, CRE",12210400.0,"Coffee creamer, powder",0.667
24124121.0,"Chicken, breast, fried, no coating, skin not eaten, made with shortening",24127200.0,"Chicken breast, fried, coated, skin / coating eaten, from raw",0.667
24150200.0,"CHICKEN, THIGH, NFS",24153210.0,"Chicken thigh, stewed, skin eaten",0.667
26315150.0,"OYSTERS, BATTERED, FRIED",27250220.0,Oyster fritter,0.667
54402600.0,"SALTY SNACKS, MULTIGRAIN CHIPS",54420210.0,Multigrain chips (Sun Chips),0.666
91105010.0,"FRUCTOSE SWEETENER, SUGAR SUBSTITUTE, DRY POWDER",91200000.0,"Sugar substitute, powder, NFS",0.666
83207100.0,"THOUSAND ISLAND DRSG,REDUCED CAL,FAT-FREE,CHOL-FREE",83301000.0,"Thousand Island dressing, fat free",0.665
24167100.0,"CHICKEN,WING,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EATEN",24198440.0,Chicken skin,0.665
24167120.0,"CHICKEN,WING,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EATEN",24198440.0,Chicken skin,0.665
24167110.0,"CHICKEN,WING,COATED,BKD/FRD,PPD W/SKIN, SKIN EATEN",24198440.0,Chicken skin,0.665
53220020.0,"COOKIE, DATE BAR",53201000.0,"Cookie, NFS",0.664
92511350.0,ORANGE-RASPBERRY JUICE DRINK,63219000.0,"Raspberries, raw",0.664
58100340.0,"BURRITO W/ EGGS, SAUSAGE, CHEESE AND VEGETABLES",32202034.0,"Egg, cheese, and sausage on bun",0.663
56101030.0,"MACARONI, COOKED, FAT ADDED",27212050.0,Beef and macaroni with cheese sauce,0.663
56101010.0,"MACARONI, COOKED, NO FAT ADDED",27212050.0,Beef and macaroni with cheese sauce,0.663
11512500.0,"SPANISH-STYLE HOT CHOCOLATE DRINK, PUERTO RICAN STYLE, MADE",28360210.0,"Spanish vegetable soup, Puerto Rican style",0.663
54222000.0,"Crispbread, rye, low sodium",54305010.0,"Crackers, crispbread",0.663
56101000.0,"MACARONI, COOKED, NS AS TO ADDED FAT",27212050.0,Beef and macaroni with cheese sauce,0.663
58132450.0,"Spaghetti with tomato sauce, meatless, made with spinach noodles",27162040.0,Spaghetti sauce with meat,0.663
11710720.0,"Enfamil LactoFree Lipil, with iron, infant formula, NS as to form",11710660.0,"Infant formula, NS as to form (Enfamil A.R.)",0.662
54334000.0,"CRACKERS, TOAST THINS",54001000.0,"Crackers, NFS",0.662
56203020.0,"OATMEAL,  COOKED, QUICK, NO FAT ADDED",56203067.0,"Oatmeal, regular or quick, made with milk, fat added",0.661
11420000.0,"YOGURT, VANILLA, LEMON, COFFEE, NS AS TO MILK TYPE",11460000.0,"Frozen yogurt, vanilla",0.661
64125000.0,"PINEAPPLE JUICE-NON-CITRUS JUICE BLEND, UNSWEETENED",61213800.0,"Fruit juice blend, citrus, 100% juice",0.661
32105125.0,"EGG OMELET/SCRAMBLED EGG, W/ HOT DOGS",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.66
64104050.0,"APPLE JUICE, W/ ADDED VITAMIN C",78101000.0,"Vegetable and fruit juice, 100% juice, with high vitamin C",0.66
57152000.0,CRISPY WHEATS'N RAISINS CEREAL,57151000.0,"Cereal, crispy rice",0.66
52304060.0,"Muffin, bran with fruit, no fat, no cholesterol",52302010.0,"Muffin, fruit",0.659
56203200.0,"Oatmeal with fruit, cooked",53385500.0,"Pie, oatmeal",0.658
92530310.0,CHERRY DRINK W/ VITAMIN C ADDED,92530510.0,"Cranberry juice drink, with high vitamin C",0.658
71204000.0,"Potato puffs, cheese-filled",58111200.0,"Puffs, fried, crab meat and cream cheese filled",0.658
53109210.0,"CAKE, CUPCAKE, NOT CHOC, W/ ICING, LOWFAT, NO CHOL",53115320.0,"Cake or cupcake, nut, with icing or filling",0.658
41811200.0,"Fish stick, meatless",41810600.0,"Chicken, meatless, NFS",0.657
58160300.0,RICE W/ PEAS,58160430.0,"Rice, white, with peas, NS as to fat",0.657
81302030.0,Orange sauce (for duck),61119010.0,"Orange, raw",0.656
58132710.0,SPAGHETTI W/ TOMATO SAUCE & FRANKFURTERS/HOT DOG,27120250.0,Frankfurters or hot dogs with tomato-based sauce,0.656
26100210.0,"FISH STICK/FILLET, COOKED, NS TYPE & COOKING METHOD",26100110.0,"Fish, NS as to type, cooked, NS as to cooking method",0.656
12220100.0,"WHIPPED TOPPING, NONDAIRY, PRESSURIZED CAN",14420300.0,"Cheese spread, pressurized can",0.655
75651120.0,"VEG CHICKEN NOODLE SOUP,PREP W/WATER,READY-TO-SERVE",75651040.0,"Vegetable noodle soup, canned, prepared with water, or ready-to-serve",0.655
14410200.0,"CHEESE, PROCESSED, AMERICAN/CHEDDAR  TYPE",14410500.0,"Cheese, processed cheese food",0.655
53104580.0,"Cheesecake -type dessert, made with yogurt, with fruit",53104550.0,Cheesecake with fruit,0.654
56202980.0,"OATMEAL, COOKED, REG, NS TO FAT ADDED",53385500.0,"Pie, oatmeal",0.654
11421000.0,"YOGURT, VANILLA, LEMON, COFFEE, WHOLE MILK",11460000.0,"Frozen yogurt, vanilla",0.654
75603000.0,"CELERY SOUP, CREAM OF, NS AS TO MILK OR WATER ADDED",75410010.0,"Celery, creamed",0.653
54401080.0,"SALTY SNACKS, CORN OR CORNMEAL, TORTILLA CHIPS",52215100.0,"Tortilla, corn",0.653
55202000.0,"WAFFLE, WHEAT, BRAN, OR MULTIGRAIN",51601020.0,"Bread, multigrain",0.653
58107225.0,"White pizza, regular crust",58107207.0,"White pizza, cheese, thick crust",0.652
11512510.0,"Hot chocolate, Puerto Rican style, made with low fat milk",11514130.0,"Hot chocolate / Cocoa, made with dry mix and low fat milk",0.652
57239000.0,"Honeycomb, strawberry",57238000.0,Cereal (Post Honeycomb),0.652
83113000.0,SWEET & SOUR DRESSING,91361010.0,Sweet and sour sauce,0.652
75316010.0,"ZUCCHINI W/ TOM SCE, CKD,NO FAT ADDED IN COOKING",52407000.0,"Bread, zucchini",0.652
56201110.0,"GRITS, COOKED, CORN/HOMINY, QUICK, NO FAT ADDED",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.651
92511020.0,Lemon-limeade,61113010.0,"Lemon, raw",0.651
28320150.0,"PORK, VEGETABLE SOUP W/ POTATOES, STEW TYPE",28320160.0,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",0.651
24164125.0,"Chicken, wing, fried, no coating, skin not eaten, made without fat",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.651
11514300.0,"COCOA W/ NF DRY MILK, LO CAL SWEETENER, WATER ADDED",42404010.0,"Coconut water, sweetened",0.651
56201120.0,"GRITS, COOKED, CORN/HOMINY, QUICK, FAT ADDED",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.651
56203220.0,"OATMEAL, NS TYPE, MADE W/ MILK, FAT ADDED",56203097.0,"Oatmeal,  instant, plain, made with milk, fat added",0.65
56203210.0,"OATMEAL, NS TYPE, MADE W/ MILK, NO FAT ADDED",56203097.0,"Oatmeal,  instant, plain, made with milk, fat added",0.65
53222100.0,"Cookie, cone shell, ice cream type, brown sugar",53222020.0,"Cookie, cone shell, ice cream type, wafer or cake",0.65
57406105.0,Total Cranberry Crunch,63207110.0,Cranberry sauce,0.65
56203230.0,"OATMEAL, NS TYPE, MADE W/ MILK, NS AS TO ADDED FAT",56203097.0,"Oatmeal,  instant, plain, made with milk, fat added",0.65
41440050.0,ENSURE PLUS LIQUID NUTRITION,95103010.0,"Nutritional drink or shake, ready-to-drink (Ensure Plus)",0.649
26137150.0,"SALMON, BATTERED, FRIED",26137170.0,"Salmon, dried",0.648
27510370.0,"DOUBLE CHEESEBURGER W/ MAYONNAISE, ON BUN",27510386.0,Double cheeseburger (Burger King),0.648
27510610.0,"Hamburger, 1 oz meat, with tomato and/or catsup, on miniature bun",27510511.0,"Hamburger, 1 miniature patty, on miniature bun, from school",0.647
12140105.0,"Cream, whipped, pressurized container, light",14420300.0,"Cheese spread, pressurized can",0.647
57306120.0,Malt-O-Meal Puffed Wheat,57416000.0,"Cereal, puffed wheat, plain",0.647
24120100.0,"CHICKEN, BREAST, NFS",24123110.0,"Chicken breast, stewed, skin eaten",0.647
41440100.0,"MEAL REPLACEMENT,LIQUID,SOY-BASE (ISOCAL, OSMOLITE)",81103090.0,"Butter replacement, liquid",0.647
11541000.0,"MILK SHAKE, NS AS TO FLAVOR OR TYPE",11542200.0,"Milk shake, fast food, flavors other than chocolate",0.645
71501080.0,"WHITE POTATO,FROM FRESH MASH,NOT MADE W/ MILK/FAT",71501010.0,"Potato, mashed, from fresh, made with milk",0.645
56104010.0,"Macaroni, cooked, vegetable, fat not added in cooking",58509200.0,"Macaroni with vegetables, baby food, strained",0.645
27510300.0,"DOUBLE CHEESEBURGER, W/MAYO, ON DOUBLE-DECKER BUN",27510386.0,Double cheeseburger (Burger King),0.645
56104020.0,"Macaroni, cooked, vegetable, fat added in cooking",58509200.0,"Macaroni with vegetables, baby food, strained",0.645
92191000.0,"COFFEE, DRY POWDER, NS AS TO REG OR DECAF",12210400.0,"Coffee creamer, powder",0.644
12350020.0,"DIP, SOUR CREAM BASE, REDUCED CALORIE",12310300.0,"Sour cream, reduced fat",0.644
11830850.0,"HIGH CALORIE MILK BEVERAGE, POWDER, NOT RECONST",11830160.0,"Chocolate beverage powder, dry mix, not reconstituted",0.644
56205010.0,"RICE, WHITE, COOKED, REGULAR, NO FAT ADD IN COOKING",56205001.0,"Rice, white, cooked, NS as to fat",0.644
